,NINO12,ANOM,NINO3,ANOM1,NINO4,ANOM2,NINO34,ANOM3,pdo_value,ao_value,SNOTEL301_CA_SNTL_SWE,SNOTEL356_CA_SNTL_SWE,SNOTEL1051_CA_SNTL_SWE,SNOTEL1067_CA_SNTL_SWE,SNOTEL391_CA_SNTL_SWE,SNOTEL977_CA_SNTL_SWE,SNOTEL428_CA_SNTL_SWE,SNOTEL446_CA_SNTL_SWE,SNOTEL462_CA_SNTL_SWE,SNOTEL463_CA_SNTL_SWE,SNOTEL473_CA_SNTL_SWE,SNOTEL1049_CA_SNTL_SWE,SNOTEL1277_CA_SNTL_SWE,SNOTEL508_CA_SNTL_SWE,SNOTEL518_CA_SNTL_SWE,SNOTEL1050_CA_SNTL_SWE,SNOTEL539_CA_SNTL_SWE,SNOTEL540_CA_SNTL_SWE,SNOTEL541_CA_SNTL_SWE,SNOTEL574_CA_SNTL_SWE,SNOTEL575_CA_SNTL_SWE,SNOTEL587_CA_SNTL_SWE,SNOTEL633_CA_SNTL_SWE,SNOTEL697_CA_SNTL_SWE,SNOTEL724_CA_SNTL_SWE,SNOTEL771_CA_SNTL_SWE,SNOTEL778_CA_SNTL_SWE,SNOTEL784_CA_SNTL_SWE,SNOTEL1258_CA_SNTL_SWE,SNOTEL1052_CA_SNTL_SWE,SNOTEL809_CA_SNTL_SWE,SNOTEL834_CA_SNTL_SWE,SNOTEL846_CA_SNTL_SWE,SNOTEL848_CA_SNTL_SWE,date
0,24.280000686645508,-0.23999999463558197,25.84000015258789,0.17000000178813934,28.010000228881836,-0.20999999344348907,26.649999618530273,0.07999999821186066,0.10999999940395355,-0.8830000162124634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378691200
1,25.3799991607666,-0.7200000286102295,26.260000228881836,-0.10999999940395355,27.989999771118164,-0.10999999940395355,26.540000915527344,-0.20000000298023224,-0.1899999976158142,0.9739999771118164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381369600
2,25.219999313354492,-1.3799999952316284,26.920000076293945,-0.25,28.18000030517578,-0.05000000074505806,27.09000015258789,-0.14000000059604645,-0.3700000047683716,1.0740000009536743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383788800
3,24.56999969482422,-1.159999966621399,27.520000457763672,-0.05000000074505806,28.610000610351562,0.10000000149011612,27.829999923706055,0.019999999552965164,-0.699999988079071,1.4539999961853027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386467200
4,24.0,-0.6200000047683716,27.700000762939453,0.49000000953674316,29.190000534057617,0.4000000059604645,28.3700008392334,0.49000000953674316,-1.2100000381469727,-0.20900000631809235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389059200
5,22.8799991607666,-0.28999999165534973,27.100000381469727,0.46000000834465027,29.459999084472656,0.6200000047683716,28.350000381469727,0.6499999761581421,-0.9900000095367432,-1.1799999475479126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391737600
6,22.06999969482422,0.23999999463558197,26.139999389648438,0.27000001072883606,28.760000228881836,-0.019999999552965164,27.56999969482422,0.27000001072883606,0.11999999731779099,0.004999999888241291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394329600
7,21.709999084472656,0.8500000238418579,26.049999237060547,0.8299999833106995,28.700000762939453,0.009999999776482582,27.760000228881836,0.8600000143051147,-0.07999999821186066,0.3619999885559082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397008000
8,21.90999984741211,1.3300000429153442,26.5,1.4900000095367432,28.90999984741211,0.23999999463558197,28.010000228881836,1.2400000095367432,0.5099999904632568,0.5580000281333923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399686400
9,22.670000076293945,1.7999999523162842,27.040000915527344,1.9600000381469727,29.110000610351562,0.4300000071525574,28.5,1.7300000190734863,0.15000000596046448,-0.210999995470047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402278400
